Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP006848,Male,Yes,2,Graduate,No,6703,0,161.0,360.0,1.0,Semiurban,Y
LP006849,Male,Yes,2,Graduate,No,9761,2497,79.0,180.0,1.0,Semiurban,Y
LP006850,Female,Yes,1,Graduate,No,7546,0,125.0,360.0,1.0,Urban,Y
LP006851,Female,Yes,0,Graduate,No,2528,0,86.0,60.0,1.0,Urban,Y
LP006852,Male,No,1,Graduate,Yes,5494,0,117.0,360.0,1.0,Rural,Y
LP006853,Female,No,1,Not Graduate,Yes,2131,0,138.0,360.0,1.0,Rural,N
LP006854,Male,Yes,,Graduate,No,3058,1861,87.0,360.0,1.0,Semiurban,Y
LP006855,Male,No,1,Graduate,No,6106,0,152.0,360.0,1.0,Semiurban,Y
LP006856,Male,Yes,0,Graduate,No,6589,3881,101.0,60.0,1.0,Urban,Y
LP006857,Male,Yes,0,Graduate,No,6491,1005,89.0,,1.0,Urban,Y
LP006858,Male,Yes,2,Graduate,No,5361,2382,182.0,360.0,1.0,Rural,N
LP006859,Male,Yes,2,Graduate,No,5921,4062,144.0,360.0,1.0,Urban,Y
LP006860,Male,Yes,0,Graduate,Yes,4466,309,49.0,360.0,1.0,Urban,Y
LP006861,Male,Yes,3+,Graduate,No,10702,0,107.0,360.0,1.0,Semiurban,N
LP006862,Female,No,3+,Graduate,No,6865,0,74.0,120.0,1.0,Rural,Y
LP006863,Male,Yes,3+,Graduate,No,4386,0,264.0,360.0,1.0,Semiurban,Y
LP006864,Male,Yes,0,Graduate,No,9247,0,85.0,180.0,1.0,Semiurban,Y
LP006865,Male,Yes,0,Graduate,No,3181,0,91.0,360.0,1.0,Rural,Y
LP006866,Male,Yes,1,Graduate,No,4806,0,131.0,300.0,1.0,Rural,Y
LP006867,Male,Yes,2,Graduate,No,7955,0,168.0,120.0,1.0,Semiurban,Y
LP006868,Male,Yes,1,Graduate,Yes,2719,0,88.0,180.0,1.0,Urban,Y
LP006869,Male,Yes,2,Graduate,No,18858,2839,139.0,36.0,1.0,Semiurban,Y
LP006870,Male,Yes,2,Graduate,Yes,4093,9752,148.0,240.0,1.0,Rural,Y
LP006871,Male,Yes,3+,Graduate,No,3313,0,,360.0,1.0,Semiurban,Y
LP006872,Male,No,1,Graduate,No,4505,0,165.0,360.0,1.0,Rural,Y
LP006873,Male,No,3+,Graduate,No,7194,0,97.0,180.0,0.0,Semiurban,Y
LP006874,Male,Yes,2,Graduate,No,7655,0,68.0,300.0,,Urban,Y
LP006875,,Yes,0,Graduate,No,11783,0,340.0,360.0,1.0,Semiurban,Y
LP006876,Male,No,2,Graduate,Yes,5758,929,80.0,180.0,1.0,Rural,Y
LP006877,Male,No,0,Graduate,No,5511,0,193.0,300.0,1.0,Urban,Y
LP006878,Male,Yes,0,Graduate,No,1636,0,165.0,360.0,1.0,Semiurban,Y
LP006879,Male,Yes,3+,Graduate,No,2217,0,,360.0,0.0,Semiurban,N
LP006880,Male,No,1,Graduate,Yes,5656,0,85.0,360.0,1.0,Semiurban,Y
LP006881,Male,Yes,1,Graduate,No,5611,1602,70.0,360.0,0.0,Semiurban,N
LP006882,Male,No,3+,Not Graduate,No,2617,0,,,1.0,Semiurban,Y
LP006883,Male,Yes,0,Graduate,Yes,8440,1377,196.0,360.0,1.0,Rural,Y
LP006884,Female,Yes,0,Graduate,Yes,5785,619,304.0,360.0,1.0,Urban,Y
LP006885,Female,No,0,Graduate,No,3819,0,75.0,360.0,1.0,Rural,Y
LP006886,Female,No,1,Graduate,No,21166,0,461.0,360.0,1.0,Urban,Y
LP006887,Male,Yes,0,Not Graduate,No,2273,704,213.0,480.0,1.0,Urban,Y
LP006888,Male,No,0,Graduate,Yes,11592,0,315.0,240.0,1.0,Urban,Y
LP006889,Male,No,2,Not Graduate,No,1154,0,139.0,360.0,1.0,Urban,Y
LP006890,Male,Yes,0,Graduate,No,4818,2093,110.0,120.0,1.0,Semiurban,Y
LP006891,Male,No,1,Graduate,No,2868,0,81.0,480.0,1.0,Urban,Y
LP006892,Male,Yes,0,Graduate,No,16106,0,256.0,360.0,1.0,Urban,Y
LP006893,Male,Yes,1,Graduate,No,3095,537,120.0,180.0,0.0,Rural,N
LP006894,Male,No,1,Graduate,No,4358,0,121.0,,0.0,Semiurban,N
LP006895,Male,Yes,1,Not Graduate,No,1579,3476,,360.0,1.0,Rural,Y
LP006896,Male,No,0,Graduate,No,2503,0,202.0,360.0,1.0,Rural,Y
LP006897,Female,Yes,0,Graduate,No,4232,0,116.0,360.0,1.0,Semiurban,N
LP006898,Male,Yes,0,Graduate,,5628,336,140.0,360.0,1.0,Semiurban,Y
LP006899,Male,Yes,0,Not Graduate,Yes,7240,3344,152.0,300.0,1.0,Rural,Y
LP006900,Female,Yes,1,Graduate,No,3052,0,135.0,180.0,1.0,Semiurban,Y
LP006901,Male,No,0,Graduate,No,3019,0,248.0,240.0,1.0,Semiurban,Y
LP006902,Male,Yes,0,Graduate,No,10252,2306,174.0,300.0,1.0,Urban,Y
LP006903,Female,Yes,0,Not Graduate,No,7600,488,110.0,360.0,0.0,Urban,N
LP006904,Male,Yes,2,Not Graduate,No,2553,0,264.0,84.0,1.0,Rural,Y
LP006905,Male,Yes,1,Graduate,No,6019,1036,93.0,180.0,1.0,Urban,Y
LP006906,Female,Yes,1,Graduate,No,13163,0,124.0,360.0,1.0,Urban,Y
LP006907,Female,No,1,Graduate,No,24877,0,115.0,300.0,1.0,Semiurban,Y
LP006908,Female,Yes,0,Graduate,No,5838,1588,105.0,360.0,1.0,Rural,Y
LP006909,Female,Yes,0,Graduate,No,7256,0,110.0,360.0,1.0,Rural,Y
LP006910,Male,Yes,0,Graduate,No,4848,645,222.0,360.0,1.0,Semiurban,Y
LP006911,Female,Yes,1,Graduate,No,1699,1887,136.0,120.0,1.0,Urban,Y
LP006912,Male,Yes,0,Graduate,Yes,7519,0,336.0,240.0,1.0,Semiurban,Y
LP006913,Male,Yes,0,Graduate,No,10842,3229,99.0,360.0,1.0,Urban,Y
LP006914,Female,Yes,3+,Graduate,No,2725,0,95.0,360.0,1.0,Urban,Y
LP006915,Female,Yes,2,Not Graduate,No,808,0,64.0,84.0,1.0,Rural,N
LP006916,Female,Yes,0,Not Graduate,No,3960,605,64.0,360.0,1.0,Rural,Y
LP006917,Male,No,3+,Graduate,Yes,1916,3361,86.0,360.0,1.0,Urban,Y
LP006918,Male,Yes,0,Graduate,,1600,0,84.0,36.0,1.0,Semiurban,Y
LP006919,Male,No,0,Not Graduate,No,932,2277,96.0,240.0,,Rural,N
LP006920,Male,Yes,0,Not Graduate,No,733,3335,143.0,480.0,1.0,Semiurban,Y
LP006921,Female,Yes,3+,Graduate,No,8842,3285,84.0,360.0,1.0,Urban,Y
LP006922,Female,No,0,Graduate,,6567,0,328.0,180.0,1.0,Urban,Y
LP006923,Male,Yes,2,Not Graduate,No,10268,0,125.0,180.0,0.0,Semiurban,N
LP006924,Male,Yes,1,Graduate,No,7169,0,206.0,120.0,,Semiurban,Y
LP006925,Male,Yes,1,Graduate,No,16982,516,81.0,360.0,1.0,Rural,Y
LP006926,Male,No,0,Graduate,No,2926,0,106.0,360.0,1.0,Urban,Y
LP006927,Male,Yes,0,Not Graduate,No,3413,1868,156.0,360.0,1.0,Semiurban,Y
LP006928,Female,No,2,Graduate,No,1942,0,166.0,360.0,1.0,Urban,N
LP006929,Male,Yes,0,Graduate,Yes,5012,546,215.0,360.0,1.0,Urban,Y
LP006930,Female,Yes,1,Graduate,No,11299,5478,64.0,84.0,1.0,Urban,Y
LP006931,Male,Yes,0,Graduate,No,4331,4294,562.0,180.0,1.0,Semiurban,Y
LP006932,Female,Yes,2,Graduate,Yes,5153,406,319.0,180.0,1.0,Semiurban,Y
LP006933,Male,No,2,Graduate,,4383,0,150.0,360.0,,Urban,Y
LP006934,Female,Yes,1,Graduate,,4882,0,160.0,360.0,1.0,Rural,Y
LP006935,Male,No,1,Not Graduate,Yes,4000,0,149.0,360.0,1.0,Urban,Y
LP006936,Female,Yes,0,Graduate,No,10577,0,78.0,360.0,0.0,Rural,Y
LP006937,Female,Yes,0,Graduate,No,2783,939,62.0,360.0,1.0,Rural,Y
LP006938,Male,Yes,0,Graduate,No,3887,0,70.0,,1.0,Urban,Y
LP006939,Male,No,2,Graduate,Yes,6397,0,65.0,180.0,1.0,Urban,Y
LP006940,Male,Yes,0,Graduate,No,2471,560,335.0,84.0,0.0,Urban,N
LP006941,Female,Yes,0,Graduate,No,3326,3800,101.0,180.0,1.0,Rural,Y
LP006942,Male,No,0,Graduate,No,7318,0,243.0,240.0,1.0,Semiurban,Y
LP006943,Male,Yes,0,Graduate,No,2602,237,116.0,360.0,1.0,Urban,Y
LP006944,Male,Yes,1,Graduate,No,26982,738,124.0,360.0,1.0,Urban,Y
LP006945,Male,No,2,Graduate,Yes,17392,0,116.0,360.0,1.0,Urban,Y
LP006946,Female,Yes,1,Graduate,No,4989,0,,360.0,1.0,Semiurban,Y
LP006947,Female,Yes,1,Graduate,No,6464,0,348.0,180.0,1.0,Semiurban,Y
LP006948,Female,Yes,1,Graduate,No,7338,846,143.0,84.0,1.0,Semiurban,Y
LP006949,Female,No,1,Not Graduate,No,3881,0,287.0,360.0,1.0,Urban,Y
LP006950,Female,Yes,,Graduate,No,4731,427,151.0,480.0,1.0,Rural,Y
LP006951,Male,No,2,Not Graduate,No,16134,0,290.0,360.0,1.0,Rural,N
LP006952,Female,No,2,Not Graduate,No,1691,0,140.0,360.0,1.0,Semiurban,N
LP006953,Male,Yes,2,Not Graduate,No,2097,1358,115.0,360.0,1.0,Rural,Y
LP006954,Male,Yes,3+,Not Graduate,No,2827,0,59.0,360.0,,Rural,N
LP006955,Female,No,1,Graduate,,6763,0,200.0,180.0,1.0,Semiurban,Y
LP006956,Male,Yes,1,Graduate,No,16443,976,310.0,360.0,1.0,Urban,Y
LP006957,Male,Yes,,Graduate,No,4442,413,,360.0,1.0,Semiurban,Y
LP006958,Male,Yes,0,Graduate,No,6477,2711,105.0,480.0,,Urban,Y
LP006959,Male,No,0,Graduate,No,5713,1280,207.0,360.0,0.0,Urban,N
LP006960,Female,Yes,3+,Graduate,Yes,5688,0,74.0,360.0,1.0,Rural,Y
LP006961,Male,Yes,1,Graduate,Yes,13455,0,76.0,360.0,1.0,Rural,Y
LP006962,Male,Yes,0,Graduate,No,5875,1275,91.0,480.0,1.0,Semiurban,Y
LP006963,Male,Yes,1,Graduate,No,8455,0,92.0,360.0,1.0,Rural,Y
LP006964,Male,No,0,Graduate,Yes,4961,0,184.0,180.0,1.0,Rural,Y
LP006965,Male,Yes,0,Not Graduate,No,1898,592,210.0,360.0,1.0,Semiurban,Y
LP006966,Male,No,1,Graduate,No,3557,0,,36.0,1.0,Rural,Y
LP006967,Male,No,1,Graduate,No,5400,0,321.0,360.0,1.0,Rural,Y
LP006968,Male,Yes,1,Graduate,No,9195,2058,101.0,360.0,,Urban,Y
LP006969,Male,No,,Graduate,No,17376,0,254.0,360.0,1.0,Rural,Y
LP006970,Male,No,1,Graduate,No,4982,0,109.0,360.0,0.0,Rural,Y
LP006971,Female,No,0,Graduate,No,14930,0,135.0,60.0,1.0,Urban,Y
LP006972,Male,No,1,Graduate,No,6681,300,139.0,360.0,1.0,Semiurban,Y
LP006973,,Yes,1,Not Graduate,No,1746,1986,212.0,360.0,0.0,Urban,N
LP006974,Female,No,0,Graduate,No,4804,0,120.0,360.0,1.0,Semiurban,Y
LP006975,,Yes,3+,Graduate,No,7332,1981,53.0,360.0,1.0,Semiurban,Y
LP006976,Male,No,1,Graduate,No,7710,0,204.0,360.0,1.0,Urban,Y
LP006977,Female,Yes,0,Graduate,No,3255,1204,133.0,360.0,1.0,Semiurban,Y
LP006978,Male,Yes,0,Graduate,No,3528,0,349.0,360.0,1.0,Semiurban,Y
LP006979,Female,No,0,Graduate,No,3576,0,65.0,12.0,1.0,Urban,Y
LP006980,Female,Yes,0,Graduate,No,3910,0,119.0,180.0,0.0,Semiurban,Y
LP006981,Female,Yes,3+,Graduate,No,5423,4535,55.0,360.0,1.0,Rural,Y
LP006982,Female,No,2,Graduate,Yes,20480,0,141.0,360.0,1.0,Urban,Y
LP006983,Male,No,2,Graduate,No,3382,0,142.0,360.0,,Semiurban,Y
LP006984,Female,Yes,1,Graduate,No,1531,0,290.0,360.0,1.0,Urban,Y
LP006985,Male,No,3+,Graduate,Yes,1983,0,175.0,84.0,,Urban,Y
LP006986,Male,No,3+,Graduate,No,7562,643,101.0,360.0,1.0,Semiurban,Y
LP006987,Male,No,0,Graduate,No,3120,335,140.0,360.0,1.0,Urban,Y
LP006988,Male,Yes,0,Graduate,No,5298,508,230.0,360.0,1.0,Semiurban,Y
LP006989,Male,Yes,0,Graduate,No,2807,126,51.0,360.0,0.0,Urban,N
LP006990,Male,No,0,Graduate,No,4038,0,,360.0,0.0,Rural,Y
LP006991,Male,No,1,Graduate,No,3600,4887,90.0,360.0,1.0,Urban,Y
LP006992,Male,Yes,0,Graduate,No,2845,0,109.0,36.0,1.0,Rural,Y
LP006993,Female,Yes,2,Graduate,No,9933,1323,135.0,480.0,1.0,Semiurban,Y
LP006994,Male,Yes,0,Graduate,No,10419,0,58.0,360.0,1.0,Urban,Y
LP006995,Female,No,2,Graduate,No,6740,0,58.0,360.0,1.0,Urban,Y
LP006996,Female,No,0,Graduate,No,16789,0,192.0,360.0,1.0,Semiurban,Y
LP006997,Female,Yes,0,Graduate,No,1891,0,106.0,240.0,1.0,Rural,Y
LP006998,Male,Yes,,Graduate,No,3877,0,131.0,360.0,,Semiurban,Y
LP006999,Female,Yes,1,Graduate,No,3544,5092,152.0,360.0,0.0,Semiurban,N
LP007000,Female,No,2,Not Graduate,Yes,5773,0,,360.0,,Rural,Y
LP007001,Female,Yes,3+,Not Graduate,No,1188,0,89.0,360.0,1.0,Urban,Y
LP007002,Female,Yes,0,Graduate,No,6862,0,82.0,360.0,1.0,Semiurban,N
LP007003,Male,Yes,0,Not Graduate,No,1055,220,37.0,12.0,1.0,Urban,Y
LP007004,Male,No,0,Graduate,No,7230,0,120.0,180.0,,Rural,Y
LP007005,Female,Yes,0,Graduate,No,9420,2571,122.0,360.0,1.0,Rural,Y
LP007006,Male,,3+,Graduate,Yes,2876,0,174.0,360.0,1.0,Urban,Y
LP007007,Female,Yes,2,Not Graduate,No,2124,0,162.0,360.0,1.0,Urban,Y
LP007008,Male,No,0,Graduate,No,9639,0,51.0,360.0,0.0,Semiurban,Y
LP007009,Male,Yes,2,Not Graduate,No,6665,0,52.0,120.0,,Semiurban,Y
LP007010,Male,Yes,3+,Graduate,No,1758,535,95.0,480.0,1.0,Semiurban,Y
LP007011,Male,Yes,0,Not Graduate,No,3445,863,,360.0,0.0,Semiurban,N
LP007012,Female,Yes,0,Graduate,No,6801,0,100.0,360.0,0.0,Urban,Y
LP007013,Male,No,2,Graduate,No,4420,0,87.0,360.0,1.0,Semiurban,Y
LP007014,Female,No,2,Graduate,Yes,15267,0,276.0,180.0,1.0,Urban,Y
LP007015,Male,Yes,0,Graduate,Yes,4206,0,184.0,360.0,1.0,Semiurban,Y
LP007016,Female,No,1,Graduate,Yes,4583,0,198.0,60.0,1.0,Urban,N
LP007017,Male,Yes,0,Graduate,No,2897,0,,36.0,1.0,Urban,Y
LP007018,Male,No,,Graduate,Yes,7041,0,,180.0,1.0,Rural,Y
LP007019,Male,Yes,,Graduate,No,3734,250,200.0,120.0,1.0,Semiurban,Y
LP007020,Male,Yes,0,Graduate,No,7839,701,537.0,360.0,1.0,Semiurban,Y
LP007021,Female,No,2,Graduate,No,3547,0,187.0,360.0,1.0,Rural,Y
LP007022,Female,No,1,Graduate,No,3992,0,126.0,360.0,1.0,Semiurban,Y
LP007023,Male,No,2,Graduate,No,5241,7320,57.0,180.0,1.0,Rural,Y
LP007024,Male,No,1,Graduate,No,2682,0,88.0,360.0,1.0,Rural,Y
LP007025,Male,No,1,Graduate,No,8912,0,196.0,360.0,1.0,Semiurban,Y
LP007026,Male,No,0,Not Graduate,No,4360,0,191.0,360.0,1.0,Urban,Y
LP007027,Male,Yes,0,Not Graduate,No,4269,0,76.0,360.0,0.0,Urban,N
LP007028,Male,Yes,2,Graduate,Yes,3201,792,174.0,360.0,0.0,Semiurban,N
LP007029,Male,No,1,Graduate,No,12575,0,78.0,360.0,1.0,Urban,Y
LP007030,Female,Yes,0,Graduate,No,1382,0,216.0,360.0,0.0,Urban,N
LP007031,Male,No,3+,Not Graduate,No,4519,0,187.0,300.0,,Urban,N
LP007032,Male,Yes,2,Not Graduate,No,3060,0,230.0,360.0,1.0,Urban,Y
LP007033,,Yes,0,Not Graduate,Yes,5821,1014,,360.0,1.0,Semiurban,Y
LP007034,Male,Yes,0,Not Graduate,No,2430,0,200.0,360.0,1.0,Urban,Y
LP007035,Male,No,1,Graduate,No,4869,840,143.0,300.0,0.0,Urban,N
LP007036,Male,Yes,0,Graduate,Yes,9806,2335,167.0,180.0,1.0,Rural,Y
LP007037,Male,No,3+,Graduate,No,4607,0,139.0,360.0,1.0,Rural,N
LP007038,Female,Yes,1,Graduate,No,5304,0,83.0,36.0,1.0,Semiurban,N
LP007039,Female,Yes,0,Graduate,No,5417,0,160.0,360.0,1.0,Rural,Y
LP007040,Female,No,1,Graduate,No,19198,0,172.0,360.0,1.0,Urban,Y
LP007041,Male,Yes,,Graduate,No,1632,3360,73.0,240.0,1.0,Rural,Y
LP007042,Male,No,1,Not Graduate,Yes,8770,0,183.0,36.0,1.0,Semiurban,N
LP007043,Male,Yes,0,Graduate,No,6190,0,178.0,360.0,1.0,Semiurban,Y
LP007044,Male,Yes,2,Not Graduate,Yes,4675,0,92.0,360.0,0.0,Semiurban,N
LP007045,Female,Yes,2,Not Graduate,No,1223,1261,155.0,360.0,1.0,Rural,Y
LP007046,Female,No,3+,Graduate,No,9757,2389,95.0,360.0,1.0,Urban,Y
LP007047,,Yes,0,Graduate,No,2207,0,185.0,180.0,1.0,Semiurban,Y
LP007048,Male,Yes,0,Graduate,No,12012,1222,82.0,360.0,,Rural,Y
LP007049,,No,2,Not Graduate,No,1964,0,278.0,360.0,1.0,Semiurban,Y
LP007050,Male,No,0,Graduate,No,12012,0,270.0,180.0,0.0,Urban,N
LP007051,Female,No,0,Graduate,No,2908,0,210.0,360.0,1.0,Urban,Y
LP007052,Male,No,3+,Graduate,No,2513,0,392.0,360.0,1.0,Urban,Y
LP007053,Male,Yes,2,Not Graduate,No,2623,5671,294.0,360.0,0.0,Semiurban,N
LP007054,Male,Yes,3+,Graduate,No,2842,1088,224.0,360.0,,Semiurban,Y
LP007055,Male,No,1,Graduate,No,3949,0,317.0,360.0,1.0,Urban,Y
LP007056,Male,No,1,Graduate,No,13780,0,125.0,360.0,1.0,Rural,Y
LP007057,Female,No,1,Graduate,Yes,4337,0,99.0,300.0,1.0,Semiurban,Y
LP007058,Male,No,1,Not Graduate,Yes,4221,0,230.0,360.0,1.0,Urban,N
LP007059,Male,No,0,Graduate,,17487,0,126.0,480.0,1.0,Urban,Y
LP007060,Male,Yes,2,Not Graduate,Yes,4400,0,,360.0,,Rural,Y
LP007061,Male,Yes,0,Graduate,No,9569,0,87.0,180.0,1.0,Rural,Y
LP007062,Male,No,1,Graduate,No,6609,0,93.0,360.0,1.0,Rural,Y
LP007063,Male,Yes,3+,Graduate,No,8812,5833,60.0,480.0,1.0,Semiurban,Y
LP007064,Male,Yes,2,Graduate,Yes,5947,965,72.0,360.0,1.0,Rural,Y
LP007065,Male,Yes,0,Graduate,No,6718,0,162.0,360.0,1.0,Urban,Y
LP007066,Female,Yes,1,Graduate,Yes,20123,2847,61.0,360.0,1.0,Urban,Y
LP007067,Female,No,1,Not Graduate,No,2251,0,77.0,360.0,,Urban,Y
LP007068,Female,No,0,Not Graduate,No,3663,0,86.0,480.0,1.0,Semiurban,Y
LP007069,Male,Yes,0,Graduate,No,2960,0,107.0,12.0,1.0,Urban,Y
LP007070,Female,Yes,1,Graduate,Yes,12186,2223,140.0,180.0,0.0,Semiurban,Y
LP007071,Male,Yes,2,Not Graduate,Yes,1271,0,394.0,360.0,1.0,Urban,N
LP007072,Male,No,3+,Graduate,No,3794,0,207.0,60.0,1.0,Semiurban,Y
LP007073,Male,Yes,0,Graduate,No,8847,3017,97.0,360.0,1.0,Rural,Y
LP007074,Male,Yes,0,Graduate,No,4165,3140,135.0,240.0,0.0,Semiurban,N
LP007075,Female,Yes,0,Graduate,No,1435,3082,99.0,360.0,1.0,Semiurban,Y
LP007076,Male,Yes,3+,Graduate,No,2786,1258,218.0,,1.0,Urban,Y
LP007077,,Yes,,Graduate,No,2947,646,182.0,180.0,1.0,Urban,Y
LP007078,Female,No,3+,Graduate,No,12784,0,99.0,360.0,1.0,Semiurban,N
LP007079,,Yes,1,Graduate,No,7683,0,165.0,120.0,1.0,Urban,Y
LP007080,Female,Yes,0,Graduate,No,8210,581,,240.0,0.0,Rural,Y
LP007081,Female,Yes,,Graduate,Yes,2785,5641,138.0,300.0,1.0,Rural,Y
LP007082,Female,Yes,0,Graduate,Yes,6216,1325,166.0,360.0,1.0,Urban,Y
LP007083,Female,Yes,0,Graduate,No,12628,0,184.0,360.0,1.0,Urban,Y
LP007084,Male,No,0,Graduate,No,8221,0,433.0,180.0,0.0,Urban,N
LP007085,Male,Yes,0,Graduate,Yes,4455,1485,259.0,360.0,1.0,Rural,Y
LP007086,Female,No,0,Graduate,No,7652,0,79.0,360.0,1.0,Urban,Y
LP007087,Female,Yes,3+,Graduate,No,1992,961,154.0,60.0,1.0,Rural,N
LP007088,Male,No,2,Graduate,No,2629,2287,432.0,360.0,1.0,Semiurban,Y
LP007089,Male,Yes,2,Graduate,No,1349,2381,164.0,360.0,1.0,Semiurban,Y
LP007090,Male,Yes,0,Graduate,No,4267,0,370.0,300.0,1.0,Rural,Y
LP007091,Male,Yes,2,Graduate,No,6929,0,568.0,360.0,1.0,Urban,Y
LP007092,Male,Yes,1,Graduate,No,2453,1920,80.0,480.0,1.0,Rural,Y
LP007093,Female,Yes,0,Graduate,Yes,5837,2298,129.0,360.0,1.0,Urban,Y
LP007094,Female,No,0,Graduate,No,2660,454,139.0,360.0,,Semiurban,Y
LP007095,Male,Yes,0,Not Graduate,No,1895,0,65.0,240.0,1.0,Rural,Y
LP007096,Male,No,3+,Graduate,No,2325,5803,288.0,240.0,0.0,Urban,Y
LP007097,Male,No,2,Graduate,No,10285,0,162.0,360.0,1.0,Semiurban,Y
LP007098,Male,Yes,0,Not Graduate,No,1776,0,54.0,360.0,1.0,Semiurban,Y
LP007099,Male,No,1,Graduate,No,3903,0,160.0,360.0,1.0,Urban,Y
LP007100,Male,Yes,0,Graduate,No,3262,758,87.0,360.0,1.0,Semiurban,Y
LP007101,Male,Yes,0,Not Graduate,No,3417,0,132.0,360.0,0.0,Urban,N
LP007102,Male,Yes,1,Graduate,No,23167,642,34.0,360.0,1.0,Rural,Y
LP007103,Male,No,2,Graduate,No,28077,1870,121.0,180.0,1.0,Semiurban,Y
LP007104,Male,Yes,2,Graduate,No,3981,740,213.0,360.0,1.0,Semiurban,Y
LP007105,Male,Yes,0,Not Graduate,No,3653,629,106.0,,1.0,Rural,Y
LP007106,Male,No,1,Graduate,No,8583,0,50.0,360.0,0.0,Rural,N
LP007107,Male,Yes,0,Not Graduate,No,6303,0,130.0,360.0,1.0,Urban,Y
LP007108,Male,Yes,0,Graduate,No,6948,0,120.0,360.0,1.0,Urban,Y
LP007109,Male,Yes,0,Graduate,No,9434,0,318.0,84.0,0.0,Urban,N
LP007110,Male,No,0,Graduate,No,6011,0,171.0,360.0,1.0,Rural,Y
LP007111,Female,Yes,0,Not Graduate,No,1852,0,118.0,60.0,1.0,Semiurban,Y
LP007112,Male,Yes,0,Graduate,No,9396,376,69.0,240.0,1.0,Urban,Y
LP007113,Male,No,2,Not Graduate,No,3052,0,,360.0,1.0,Semiurban,Y
LP007114,Male,No,0,Graduate,No,5716,0,389.0,36.0,1.0,Semiurban,Y
LP007115,Female,Yes,0,Not Graduate,No,1156,0,165.0,240.0,1.0,Semiurban,Y
LP007116,Female,Yes,,Graduate,No,2790,1302,192.0,360.0,1.0,Semiurban,Y
LP007117,Male,Yes,3+,Graduate,No,3583,0,34.0,360.0,1.0,Urban,Y
LP007118,Female,No,0,Graduate,,6483,0,,360.0,1.0,Urban,Y
LP007119,Male,Yes,0,Graduate,No,14786,0,141.0,360.0,,Rural,N
LP007120,Male,Yes,0,Graduate,No,7636,3204,136.0,180.0,1.0,Semiurban,Y
LP007121,Male,Yes,3+,Graduate,No,4086,0,147.0,360.0,1.0,Semiurban,Y
LP007122,Male,Yes,0,Not Graduate,No,1468,543,149.0,240.0,1.0,Urban,Y
LP007123,Female,Yes,0,Graduate,No,10352,1991,,360.0,1.0,Rural,Y
LP007124,Female,No,2,Graduate,No,5660,0,102.0,360.0,1.0,Urban,Y
LP007125,Male,Yes,2,Graduate,No,574,616,62.0,360.0,0.0,Semiurban,N
LP007126,Female,Yes,0,Graduate,No,9058,0,109.0,,,Rural,N
LP007127,Male,,0,Graduate,No,5865,0,247.0,180.0,1.0,Urban,Y
LP007128,Male,Yes,1,Not Graduate,No,690,0,98.0,360.0,1.0,Urban,N
LP007129,Female,Yes,0,Graduate,No,6892,0,208.0,360.0,1.0,Rural,Y
LP007130,Male,Yes,0,Graduate,Yes,6559,0,74.0,240.0,1.0,Semiurban,Y
LP007131,Male,No,2,Graduate,No,1955,0,63.0,360.0,1.0,Rural,N
LP007132,Male,Yes,2,Graduate,Yes,23360,1285,106.0,300.0,1.0,Semiurban,Y
LP007133,Male,No,2,Graduate,Yes,8255,0,,360.0,0.0,Rural,N
LP007134,Male,Yes,2,Not Graduate,No,2035,837,59.0,,1.0,Semiurban,Y
LP007135,Male,Yes,1,Graduate,No,2762,1279,356.0,360.0,0.0,Semiurban,N
LP007136,Male,Yes,0,Graduate,No,4057,3063,435.0,360.0,1.0,Rural,Y
LP007137,Male,Yes,2,Graduate,No,4144,0,198.0,300.0,1.0,Rural,Y
LP007138,Male,Yes,,Not Graduate,No,4052,593,99.0,180.0,1.0,Urban,Y
LP007139,Female,No,,Graduate,No,3931,0,103.0,360.0,1.0,Semiurban,Y
LP007140,Male,Yes,0,Graduate,No,3510,0,91.0,300.0,1.0,Urban,Y
LP007141,Male,Yes,2,Graduate,No,5090,0,91.0,360.0,0.0,Rural,Y
LP007142,Female,No,,Graduate,No,3457,0,119.0,360.0,1.0,Semiurban,Y
LP007143,Female,Yes,1,Graduate,No,4258,835,49.0,480.0,1.0,Semiurban,Y
LP007144,Male,Yes,1,Graduate,No,11271,0,162.0,360.0,1.0,Rural,Y
LP007145,Female,Yes,2,Graduate,No,3352,921,72.0,,1.0,Urban,Y
LP007146,Female,Yes,0,Graduate,No,4096,266,83.0,360.0,,Semiurban,Y
LP007147,Male,No,,Not Graduate,Yes,2216,0,88.0,240.0,1.0,Semiurban,Y
LP007148,Female,No,2,Graduate,No,9121,607,163.0,360.0,0.0,Urban,N
LP007149,Female,Yes,2,Graduate,No,1482,735,246.0,360.0,1.0,Urban,Y
LP007150,Male,No,1,Graduate,No,2591,0,76.0,360.0,1.0,Semiurban,Y
LP007151,Male,Yes,0,Graduate,No,7072,0,260.0,360.0,0.0,Urban,N
LP007152,Female,No,3+,Graduate,No,4032,0,72.0,360.0,1.0,Rural,Y
LP007153,Female,No,1,Graduate,No,7893,0,89.0,180.0,1.0,Urban,N
LP007154,Male,Yes,3+,Graduate,No,3922,152,219.0,360.0,,Urban,Y
